hex,bboxes,mask,cls,thermal
00004811,False,False,1.0,False
00004812,False,False,1.0,False
00004813,False,False,1.0,False
00004814,False,False,1.0,False
00004815,False,False,1.0,False
00004816,False,False,1.0,False
00004817,False,False,1.0,False
00004818,False,False,1.0,False
00004819,False,False,1.0,False
0000481a,False,False,1.0,False
0000481b,False,False,1.0,False
0000481c,False,False,1.0,False
0000481d,False,False,1.0,False
0000481e,False,False,1.0,False
0000481f,False,False,1.0,False
00004820,False,False,1.0,False
00004821,False,False,1.0,False
00004822,False,False,1.0,False
00004823,False,False,1.0,False
00004824,False,False,1.0,False
00004825,False,False,1.0,False
00004826,False,False,1.0,False
00004827,False,False,1.0,False
00004828,False,False,1.0,False
00004829,False,False,1.0,False
0000482a,False,False,1.0,False
0000482b,False,False,1.0,False
0000482c,False,False,1.0,False
0000482d,False,False,1.0,False
0000482e,False,False,1.0,False
0000482f,False,False,1.0,False
00004830,False,False,1.0,False
00004831,False,False,1.0,False
00004832,False,False,1.0,False
00004833,False,False,1.0,False
00004834,False,False,1.0,False
00004835,False,False,1.0,False
00004836,False,False,1.0,False
00004837,False,False,1.0,False
00004838,False,False,1.0,False
00004839,False,False,1.0,False
0000483a,False,False,1.0,False
0000483b,False,False,1.0,False
0000483c,False,False,1.0,False
0000483d,False,False,1.0,False
0000483e,False,False,1.0,False
0000483f,False,False,1.0,False
00004840,False,False,1.0,False
00004841,False,False,1.0,False
00004842,False,False,1.0,False
00004843,False,False,1.0,False
00004844,False,False,1.0,False
00004845,False,False,1.0,False
00004846,False,False,1.0,False
00004847,False,False,1.0,False
00004848,False,False,1.0,False
00004849,False,False,1.0,False
0000484a,False,False,1.0,False
0000484b,False,False,1.0,False
0000484c,False,False,1.0,False
0000484d,False,False,1.0,False
0000484e,False,False,1.0,False
0000484f,False,False,1.0,False
00004850,False,False,1.0,False
00004851,False,False,1.0,False
00004852,False,False,1.0,False
00004853,False,False,1.0,False
00004854,False,False,1.0,False
00004855,False,False,1.0,False
00004856,False,False,1.0,False
00004857,False,False,1.0,False
00004858,False,False,1.0,False
00004859,False,False,1.0,False
0000485a,False,False,1.0,False
0000485b,False,False,1.0,False
0000485c,False,False,1.0,False
0000485d,False,False,1.0,False
0000485e,False,False,1.0,False
0000485f,False,False,1.0,False
00004860,False,False,1.0,False
00004861,False,False,1.0,False
00004862,False,False,1.0,False
00004863,False,False,1.0,False
00004864,False,False,1.0,False
00004865,False,False,1.0,False
00004866,False,False,1.0,False
00004867,False,False,1.0,False
00004868,False,False,1.0,False
00004869,False,False,1.0,False
0000486a,False,False,1.0,False
0000486b,False,False,1.0,False
0000486c,False,False,1.0,False
0000486d,False,False,1.0,False
0000486e,False,False,1.0,False
0000486f,False,False,1.0,False
00004870,False,False,1.0,False
00004871,False,False,1.0,False
00004872,False,False,1.0,False
00004873,False,False,1.0,False
00004874,False,False,1.0,False
00004875,False,False,1.0,False
00004876,False,False,1.0,False
00004877,False,False,1.0,False
00004878,False,False,1.0,False
00004879,False,False,1.0,False
0000487a,False,False,1.0,False
0000487b,False,False,1.0,False
0000487c,False,False,1.0,False
0000487d,False,False,1.0,False
0000487e,False,False,1.0,False
0000487f,False,False,1.0,False
00004880,False,False,1.0,False
00004881,False,False,1.0,False
00004882,False,False,1.0,False
00004883,False,False,1.0,False
00004884,False,False,1.0,False
00004885,False,False,1.0,False
00004886,False,False,1.0,False
00004887,False,False,1.0,False
00004888,False,False,1.0,False
00004889,False,False,1.0,False
0000488a,False,False,1.0,False
0000488b,False,False,1.0,False
0000488c,False,False,1.0,False
0000488d,False,False,1.0,False
0000488e,False,False,1.0,False
0000488f,False,False,1.0,False
00004890,False,False,1.0,False
00004891,False,False,1.0,False
00004892,False,False,1.0,False
00004893,False,False,1.0,False
00004894,False,False,1.0,False
00004895,False,False,1.0,False
00004896,False,False,1.0,False
00004897,False,False,1.0,False
00004898,False,False,1.0,False
00004899,False,False,1.0,False
0000489a,False,False,1.0,False
0000489b,False,False,1.0,False
0000489c,False,False,1.0,False
0000489d,False,False,1.0,False
0000489e,False,False,1.0,False
0000489f,False,False,1.0,False
000048a0,False,False,1.0,False
000048a1,False,False,1.0,False
000048a2,False,False,1.0,False
000048a3,False,False,1.0,False
000048a4,False,False,1.0,False
000048a5,False,False,1.0,False
000048a6,False,False,1.0,False
000048a7,False,False,1.0,False
000048a8,False,False,1.0,False
000048a9,False,False,1.0,False
000048aa,False,False,1.0,False
000048ab,False,False,1.0,False
000048ac,False,False,1.0,False
000048ad,False,False,1.0,False
000048ae,False,False,1.0,False
000048af,False,False,1.0,False
000048b0,False,False,1.0,False
000048b1,False,False,1.0,False
000048b2,False,False,1.0,False
000048b3,False,False,1.0,False
000048b4,False,False,1.0,False
000048b5,False,False,1.0,False
000048b6,False,False,1.0,False
000048b7,False,False,1.0,False
000048b8,False,False,1.0,False
000048b9,False,False,1.0,False
000048ba,False,False,1.0,False
000048bb,False,False,1.0,False
000048bc,False,False,1.0,False
000048bd,False,False,1.0,False
000048be,False,False,1.0,False
000048bf,False,False,1.0,False
000048c0,False,False,1.0,False
000048c1,False,False,1.0,False
000048c2,False,False,1.0,False
000048c3,False,False,1.0,False
000048c4,False,False,1.0,False
000048c5,False,False,1.0,False
000048c6,False,False,1.0,False
000048c7,False,False,1.0,False
000048c8,False,False,1.0,False
000048c9,False,False,1.0,False
000048ca,False,False,1.0,False
000048cb,False,False,1.0,False
000048cc,False,False,1.0,False
000048cd,False,False,1.0,False
000048ce,False,False,1.0,False
000048cf,False,False,1.0,False
000048d0,False,False,1.0,False
000048d1,False,False,1.0,False
000048d2,False,False,1.0,False
000048d3,False,False,1.0,False
000048d4,False,False,1.0,False
000048d5,False,False,1.0,False
000048d6,False,False,1.0,False
000048d7,False,False,1.0,False
000048d8,False,False,1.0,False
000048d9,False,False,1.0,False
000048da,False,False,1.0,False
000048db,False,False,1.0,False
000048dc,False,False,1.0,False
000048dd,False,False,1.0,False
000048de,False,False,1.0,False
000048df,False,False,1.0,False
000048e0,False,False,1.0,False
000048e1,False,False,1.0,False
000048e2,False,False,1.0,False
000048e3,False,False,1.0,False
000048e4,False,False,1.0,False
000048e5,False,False,1.0,False
000048e6,False,False,1.0,False
000048e7,False,False,1.0,False
000048e8,False,False,1.0,False
000048e9,False,False,1.0,False
000048ea,False,False,1.0,False
000048eb,False,False,1.0,False
000048ec,False,False,1.0,False
000048ed,False,False,1.0,False
000048ee,False,False,1.0,False
000048ef,False,False,1.0,False
000048f0,False,False,1.0,False
000048f1,False,False,1.0,False
000048f2,False,False,1.0,False
000048f3,False,False,1.0,False
000048f4,False,False,1.0,False
000048f5,False,False,1.0,False
000048f6,False,False,1.0,False
000048f7,False,False,1.0,False
000048f8,False,False,1.0,False
000048f9,False,False,1.0,False
000048fa,False,False,1.0,False
000048fb,False,False,1.0,False
000048fc,False,False,1.0,False
000048fd,False,False,1.0,False
000048fe,False,False,1.0,False
000048ff,False,False,1.0,False
00004900,False,False,1.0,False
00004901,False,False,1.0,False
00004902,False,False,1.0,False
00004903,False,False,1.0,False
00004904,False,False,1.0,False
00004905,False,False,1.0,False
00004906,False,False,1.0,False
00004907,False,False,1.0,False
00004908,False,False,1.0,False
00004909,False,False,1.0,False
0000490a,False,False,1.0,False
0000490b,False,False,1.0,False
0000490c,False,False,1.0,False
0000490d,False,False,1.0,False
0000490e,False,False,1.0,False
0000490f,False,False,1.0,False
00004910,False,False,1.0,False
00004911,False,False,1.0,False
00004912,False,False,1.0,False
00004913,False,False,1.0,False
00004914,False,False,1.0,False
00004915,False,False,1.0,False
00004916,False,False,1.0,False
00004917,False,False,1.0,False
00004918,False,False,1.0,False
00004919,False,False,1.0,False
0000491a,False,False,1.0,False
0000491b,False,False,1.0,False
0000491c,False,False,1.0,False
0000491d,False,False,1.0,False
0000491e,False,False,1.0,False
0000491f,False,False,1.0,False
00004920,False,False,1.0,False
00004921,False,False,1.0,False
00004922,False,False,1.0,False
00004923,False,False,1.0,False
00004924,False,False,1.0,False
00004925,False,False,1.0,False
00004926,False,False,1.0,False
00004927,False,False,1.0,False
00004928,False,False,1.0,False
00004929,False,False,1.0,False
0000492a,False,False,1.0,False
0000492b,False,False,1.0,False
0000492c,False,False,1.0,False
0000492d,False,False,1.0,False
0000492e,False,False,1.0,False
0000492f,False,False,1.0,False
00004930,False,False,1.0,False
00004931,False,False,1.0,False
00004932,False,False,1.0,False
00004933,False,False,1.0,False
00004934,False,False,1.0,False
00004935,False,False,1.0,False
00004936,False,False,1.0,False
00004937,False,False,1.0,False
00004938,False,False,1.0,False
00004939,False,False,1.0,False
0000493a,False,False,1.0,False
0000493b,False,False,1.0,False
0000493c,False,False,1.0,False
0000493d,False,False,1.0,False
0000493e,False,False,1.0,False
0000493f,False,False,1.0,False
00004940,False,False,1.0,False
00004941,False,False,1.0,False
00004942,False,False,1.0,False
00004943,False,False,1.0,False
00004944,False,False,1.0,False
00004945,False,False,1.0,False
00004946,False,False,1.0,False
00004947,False,False,1.0,False
00004948,False,False,1.0,False
00004949,False,False,1.0,False
0000494a,False,False,1.0,False
0000494b,False,False,1.0,False
0000494c,False,False,1.0,False
0000494d,False,False,1.0,False
0000494e,False,False,1.0,False
0000494f,False,False,1.0,False
00004950,False,False,1.0,False
00004951,False,False,1.0,False
00004952,False,False,1.0,False
00004953,False,False,1.0,False
00004954,False,False,1.0,False
00004955,False,False,1.0,False
00004956,False,False,1.0,False
00004957,False,False,1.0,False
00004958,False,False,1.0,False
00004959,False,False,1.0,False
0000495a,False,False,1.0,False
0000495b,False,False,1.0,False
0000495c,False,False,1.0,False
0000495d,False,False,1.0,False
0000495e,False,False,1.0,False
0000495f,False,False,1.0,False
00004960,False,False,1.0,False
00004961,False,False,1.0,False
00004962,False,False,1.0,False
00004963,False,False,1.0,False
00004964,False,False,1.0,False
00004965,False,False,1.0,False
00004966,False,False,1.0,False
00004967,False,False,1.0,False
00004968,False,False,1.0,False
00004969,False,False,1.0,False
0000496a,False,False,1.0,False
0000496b,False,False,1.0,False
0000496c,False,False,1.0,False
0000496d,False,False,1.0,False
0000496e,False,False,1.0,False
0000496f,False,False,1.0,False
00004970,False,False,1.0,False
00004971,False,False,1.0,False
00004972,False,False,1.0,False
00004973,False,False,1.0,False
00004974,False,False,1.0,False
00004975,False,False,1.0,False
00004976,False,False,1.0,False
00004977,False,False,1.0,False
00004978,False,False,1.0,False
00004979,False,False,1.0,False
0000497a,False,False,1.0,False
0000497b,False,False,1.0,False
0000497c,False,False,1.0,False
0000497d,False,False,1.0,False
0000497e,False,False,1.0,False
0000497f,False,False,1.0,False
00004980,False,False,1.0,False
00004981,False,False,1.0,False
00004982,False,False,1.0,False
00004983,False,False,1.0,False
00004984,False,False,1.0,False
00004985,False,False,1.0,False
00004986,False,False,1.0,False
00004987,False,False,1.0,False
00004988,False,False,1.0,False
00004989,False,False,1.0,False
0000498a,False,False,1.0,False
0000498b,False,False,1.0,False
0000498c,False,False,1.0,False
0000498d,False,False,1.0,False
0000498e,False,False,1.0,False
0000498f,False,False,1.0,False
00004990,False,False,1.0,False
00004991,False,False,1.0,False
00004992,False,False,1.0,False
00004993,False,False,1.0,False
00004994,False,False,1.0,False
00004995,False,False,1.0,False
00004996,False,False,1.0,False
00004997,False,False,1.0,False
00004998,False,False,1.0,False
00004999,False,False,1.0,False
0000499a,False,False,1.0,False
0000499b,False,False,1.0,False
0000499c,False,False,1.0,False
0000499d,False,False,1.0,False
0000499e,False,False,1.0,False
0000499f,False,False,1.0,False
000049a0,False,False,1.0,False
000049a1,False,False,1.0,False
000049a2,False,False,1.0,False
000049a3,False,False,1.0,False
000049a4,False,False,1.0,False
000049a5,False,False,1.0,False
000049a6,False,False,1.0,False
000049a7,False,False,1.0,False
000049a8,False,False,1.0,False
000049a9,False,False,1.0,False
000049aa,False,False,1.0,False
000049ab,False,False,1.0,False
000049ac,False,False,1.0,False
000049ad,False,False,1.0,False
000049ae,False,False,1.0,False
000049af,False,False,1.0,False
000049b0,False,False,1.0,False
000049b1,False,False,1.0,False
000049b2,False,False,1.0,False
000049b3,False,False,1.0,False
000049b4,False,False,1.0,False
000049b5,False,False,1.0,False
000049b6,False,False,1.0,False
000049b7,False,False,1.0,False
000049b8,False,False,1.0,False
000049b9,False,False,1.0,False
000049ba,False,False,1.0,False
000049bb,False,False,1.0,False
000049bc,False,False,1.0,False
000049bd,False,False,1.0,False
000049be,False,False,1.0,False
000049bf,False,False,1.0,False
000049c0,False,False,1.0,False
000049c1,False,False,1.0,False
000049c2,False,False,1.0,False
000049c3,False,False,1.0,False
000049c4,False,False,1.0,False
000049c5,False,False,1.0,False
000049c6,False,False,1.0,False
000049c7,False,False,1.0,False
000049c8,False,False,1.0,False
000049c9,False,False,1.0,False
000049ca,False,False,1.0,False
000049cb,False,False,1.0,False
000049cc,False,False,1.0,False
000049cd,False,False,1.0,False
000049ce,False,False,1.0,False
000049cf,False,False,1.0,False
000049d0,False,False,1.0,False
000049d1,False,False,1.0,False
000049d2,False,False,1.0,False
000049d3,False,False,1.0,False
000049d4,False,False,1.0,False
000049d5,False,False,1.0,False
000049d6,False,False,1.0,False
000049d7,False,False,1.0,False
000049d8,False,False,1.0,False
000049d9,False,False,1.0,False
000049da,False,False,1.0,False
000049db,False,False,1.0,False
000049dc,False,False,1.0,False
000049dd,False,False,1.0,False
000049de,False,False,1.0,False
000049df,False,False,1.0,False
000049e0,False,False,1.0,False
000049e1,False,False,1.0,False
000049e2,False,False,1.0,False
000049e3,False,False,1.0,False
000049e4,False,False,1.0,False
000049e5,False,False,1.0,False
000049e6,False,False,1.0,False
000049e7,False,False,1.0,False
000049e8,False,False,1.0,False
000049e9,False,False,1.0,False
000049ea,False,False,1.0,False
000049eb,False,False,1.0,False
000049ec,False,False,1.0,False
000049ed,False,False,1.0,False
000049ee,False,False,1.0,False
000049ef,False,False,1.0,False
000049f0,False,False,1.0,False
000049f1,False,False,1.0,False
000049f2,False,False,1.0,False
000049f3,False,False,1.0,False
000049f4,False,False,1.0,False
000049f5,False,False,1.0,False
000049f6,False,False,1.0,False
000049f7,False,False,1.0,False
000049f8,False,False,1.0,False
000049f9,False,False,1.0,False
000049fa,False,False,1.0,False
000049fb,False,False,1.0,False
000049fc,False,False,1.0,False
000049fd,False,False,1.0,False
000049fe,False,False,1.0,False
000049ff,False,False,1.0,False
00004a00,False,False,1.0,False
00004a01,False,False,1.0,False
00004a02,False,False,1.0,False
00004a03,False,False,1.0,False
00004a04,False,False,1.0,False
00004a05,False,False,1.0,False
00004a06,False,False,1.0,False
00004a07,False,False,1.0,False
00004a08,False,False,1.0,False
00004a09,False,False,1.0,False
00004a0a,False,False,1.0,False
00004a0b,False,False,1.0,False
00004a0c,False,False,1.0,False
00004a0d,False,False,1.0,False
00004a0e,False,False,1.0,False
00004a0f,False,False,1.0,False
00004a10,False,False,1.0,False
00004a11,False,False,1.0,False
00004a12,False,False,1.0,False
00004a13,False,False,1.0,False
00004a14,False,False,1.0,False
00004a15,False,False,1.0,False
00004a16,False,False,1.0,False
00004a17,False,False,1.0,False
00004a18,False,False,1.0,False
00004a19,False,False,1.0,False
00004a1a,False,False,1.0,False
00004a1b,False,False,1.0,False
00004a1c,False,False,1.0,False
00004a1d,False,False,1.0,False
00004a1e,False,False,1.0,False
00004a1f,False,False,1.0,False
00004a20,False,False,1.0,False
00004a21,False,False,1.0,False
00004a22,False,False,1.0,False
00004a23,False,False,1.0,False
00004a24,False,False,1.0,False
00004a25,False,False,1.0,False
00004a26,False,False,1.0,False
00004a27,False,False,1.0,False
00004a28,False,False,1.0,False
00004a29,False,False,1.0,False
00004a2a,False,False,1.0,False
00004a2b,False,False,1.0,False
00004a2c,False,False,1.0,False
00004a2d,False,False,1.0,False
00004a2e,False,False,1.0,False
00004a2f,False,False,1.0,False
00004a30,False,False,1.0,False
00004a31,False,False,1.0,False
00004a32,False,False,1.0,False
00004a33,False,False,1.0,False
00004a34,False,False,1.0,False
00004a35,False,False,1.0,False
00004a36,False,False,1.0,False
00004a37,False,False,1.0,False
00004a38,False,False,1.0,False
00004a39,False,False,1.0,False
00004a3a,False,False,1.0,False
00004a3b,False,False,1.0,False
00004a3c,False,False,1.0,False
00004a3d,False,False,1.0,False
00004a3e,False,False,1.0,False
00004a3f,False,False,1.0,False
00004a40,False,False,1.0,False
00004a41,False,False,1.0,False
00004a42,False,False,1.0,False
00004a43,False,False,1.0,False
00004a44,False,False,1.0,False
00004a45,False,False,1.0,False
00004a46,False,False,1.0,False
00004a47,False,False,1.0,False
00004a48,False,False,1.0,False
00004a49,False,False,1.0,False
00004a4a,False,False,1.0,False
00004a4b,False,False,1.0,False
00004a4c,False,False,1.0,False
00004a4d,False,False,1.0,False
00004a4e,False,False,1.0,False
00004a4f,False,False,1.0,False
00004a50,False,False,1.0,False
00004a51,False,False,1.0,False
00004a52,False,False,1.0,False
00004a53,False,False,1.0,False
00004a54,False,False,1.0,False
00004a55,False,False,1.0,False
00004a56,False,False,1.0,False
00004a57,False,False,1.0,False
00004a58,False,False,1.0,False
00004a59,False,False,1.0,False
00004a5a,False,False,1.0,False
00004a5b,False,False,1.0,False
00004a5c,False,False,1.0,False
00004a5d,False,False,1.0,False
00004a5e,False,False,1.0,False
00004a5f,False,False,1.0,False
00004a60,False,False,1.0,False
00004a61,False,False,1.0,False
00004a62,False,False,1.0,False
00004a63,False,False,1.0,False
00004a64,False,False,1.0,False
00004a65,False,False,1.0,False
00004a66,False,False,1.0,False
00004a67,False,False,1.0,False
00004a68,False,False,1.0,False
00004a69,False,False,1.0,False
00004a6a,False,False,1.0,False
00004a6b,False,False,1.0,False
00004a6c,False,False,1.0,False
00004a6d,False,False,1.0,False
00004a6e,False,False,1.0,False
00004a6f,False,False,1.0,False
00004a70,False,False,1.0,False
00004a71,False,False,1.0,False
00004a72,False,False,1.0,False
00004a73,False,False,1.0,False
00004a74,False,False,1.0,False
00004a75,False,False,1.0,False
00004a76,False,False,1.0,False
00004a77,False,False,1.0,False
00004a78,False,False,1.0,False
00004a79,False,False,1.0,False
00004a7a,False,False,1.0,False
00004a7b,False,False,1.0,False
00004a7c,False,False,1.0,False
00004a7d,False,False,1.0,False
00004a7e,False,False,1.0,False
00004a7f,False,False,1.0,False
00004a80,False,False,1.0,False
00004a81,False,False,1.0,False
00004a82,False,False,1.0,False
00004a83,False,False,1.0,False
00004a84,False,False,1.0,False
00004a85,False,False,1.0,False
00004a86,False,False,1.0,False
00004a87,False,False,1.0,False
00004a88,False,False,1.0,False
00004a89,False,False,1.0,False
00004a8a,False,False,1.0,False
00004a8b,False,False,1.0,False
00004a8c,False,False,1.0,False
00004a8d,False,False,1.0,False
00004a8e,False,False,1.0,False
00004a8f,False,False,1.0,False
00004a90,False,False,1.0,False
00004a91,False,False,1.0,False
00004a92,False,False,1.0,False
00004a93,False,False,1.0,False
00004a94,False,False,1.0,False
00004a95,False,False,1.0,False
00004a96,False,False,1.0,False
00004a97,False,False,1.0,False
00004a98,False,False,1.0,False
00004a99,False,False,1.0,False
00004a9a,False,False,1.0,False
00004a9b,False,False,1.0,False
00004a9c,False,False,1.0,False
00004a9d,False,False,1.0,False
00004a9e,False,False,1.0,False
00004a9f,False,False,1.0,False
00004aa0,False,False,1.0,False
00004aa1,False,False,1.0,False
00004aa2,False,False,1.0,False
00004aa3,False,False,1.0,False
00004aa4,False,False,1.0,False
00004aa5,False,False,1.0,False
00004aa6,False,False,1.0,False
00004aa7,False,False,1.0,False
00004aa8,False,False,1.0,False
00004aa9,False,False,1.0,False
00004aaa,False,False,1.0,False
00004aab,False,False,1.0,False
00004aac,False,False,1.0,False
00004aad,False,False,1.0,False
00004aae,False,False,1.0,False
00004aaf,False,False,1.0,False
00004ab0,False,False,1.0,False
00004ab1,False,False,1.0,False
00004ab2,False,False,1.0,False
00004ab3,False,False,1.0,False
00004ab4,False,False,1.0,False
00004ab5,False,False,1.0,False
00004ab6,False,False,1.0,False
00004ab7,False,False,1.0,False
00004ab8,False,False,1.0,False
00004ab9,False,False,1.0,False
00004aba,False,False,1.0,False
00004abb,False,False,1.0,False
00004abc,False,False,1.0,False
00004abd,False,False,1.0,False
00004abe,False,False,1.0,False
00004abf,False,False,1.0,False
00004ac0,False,False,1.0,False
00004ac1,False,False,1.0,False
00004ac2,False,False,1.0,False
00004ac3,False,False,1.0,False
00004ac4,False,False,1.0,False
00004ac5,False,False,1.0,False
00004ac6,False,False,1.0,False
00004ac7,False,False,1.0,False
00004ac8,False,False,1.0,False
00004ac9,False,False,1.0,False
00004aca,False,False,1.0,False
00004acb,False,False,1.0,False
00004acc,False,False,1.0,False
00004acd,False,False,1.0,False
00004ace,False,False,1.0,False
00004acf,False,False,1.0,False
00004ad0,False,False,1.0,False
00004ad1,False,False,1.0,False
00004ad2,False,False,1.0,False
00004ad3,False,False,1.0,False
00004ad4,False,False,1.0,False
00004ad5,False,False,1.0,False
00004ad6,False,False,1.0,False
00004ad7,False,False,1.0,False
00004ad8,False,False,1.0,False
00004ad9,False,False,1.0,False
00004ada,False,False,1.0,False
00004adb,False,False,1.0,False
00004adc,False,False,1.0,False
00004add,False,False,1.0,False
00004ade,False,False,1.0,False
00004adf,False,False,1.0,False
00004ae0,False,False,1.0,False
00004ae1,False,False,1.0,False
00004ae2,False,False,1.0,False
00004ae3,False,False,1.0,False
00004ae4,False,False,1.0,False
00004ae5,False,False,1.0,False
00004ae6,False,False,1.0,False
00004ae7,False,False,1.0,False
00004ae8,False,False,1.0,False
00004ae9,False,False,1.0,False
00004aea,False,False,1.0,False
00004aeb,False,False,1.0,False
00004aec,False,False,1.0,False
00004aed,False,False,1.0,False
00004aee,False,False,1.0,False
00004aef,False,False,1.0,False
00004af0,False,False,1.0,False
00004af1,False,False,1.0,False
00004af2,False,False,1.0,False
00004af3,False,False,1.0,False
00004af4,False,False,1.0,False
00004af5,False,False,1.0,False
00004af6,False,False,1.0,False
00004af7,False,False,1.0,False
00004af8,False,False,1.0,False
00004af9,False,False,1.0,False
00004afa,False,False,1.0,False
00004afb,False,False,1.0,False
00004afc,False,False,1.0,False
00004afd,False,False,1.0,False
00004afe,False,False,1.0,False
00004aff,False,False,1.0,False
00004b00,False,False,1.0,False
00004b01,False,False,1.0,False
00004b02,False,False,1.0,False
00004b03,False,False,1.0,False
00004b04,False,False,1.0,False
00004b05,False,False,1.0,False
00004b06,False,False,1.0,False
00004b07,False,False,1.0,False
00004b08,False,False,1.0,False
00004b09,False,False,1.0,False
00004b0a,False,False,1.0,False
00004b0b,False,False,1.0,False
00004b0c,False,False,1.0,False
00004b0d,False,False,1.0,False
00004b0e,False,False,1.0,False
00004b0f,False,False,1.0,False
00004b10,False,False,1.0,False
00004b11,False,False,1.0,False
00004b12,False,False,1.0,False
00004b13,False,False,1.0,False
00004b14,False,False,1.0,False
00004b15,False,False,1.0,False
00004b16,False,False,1.0,False
00004b17,False,False,1.0,False
00004b18,False,False,1.0,False
00004b19,False,False,1.0,False
00004b1a,False,False,1.0,False
00004b1b,False,False,1.0,False
00004b1c,False,False,1.0,False
00004b1d,False,False,1.0,False
00004b1e,False,False,1.0,False
00004b1f,False,False,1.0,False
00004b20,False,False,1.0,False
00004b21,False,False,1.0,False
00004b22,False,False,1.0,False
00004b23,False,False,1.0,False
00004b24,False,False,1.0,False
00004b25,False,False,1.0,False
00004b26,False,False,1.0,False
00004b27,False,False,1.0,False
00004b28,False,False,1.0,False
00004b29,False,False,1.0,False
00004b2a,False,False,1.0,False
00004b2b,False,False,1.0,False
00004b2c,False,False,1.0,False
00004b2d,False,False,1.0,False
00004b2e,False,False,1.0,False
00004b2f,False,False,1.0,False
00004b30,False,False,1.0,False
00004b31,False,False,1.0,False
00004b32,False,False,1.0,False
00004b33,False,False,1.0,False
00004b34,False,False,1.0,False
00004b35,False,False,1.0,False
00004b36,False,False,1.0,False
00004b37,False,False,1.0,False
00004b38,False,False,1.0,False
00004b39,False,False,1.0,False
00004b3a,False,False,1.0,False
00004b3b,False,False,1.0,False
00004b3c,False,False,1.0,False
00004b3d,False,False,1.0,False
00004b3e,False,False,1.0,False
00004b3f,False,False,1.0,False
00004b40,False,False,1.0,False
00004b41,False,False,1.0,False
00004b42,False,False,1.0,False
00004b43,False,False,1.0,False
00004b44,False,False,1.0,False
00004b45,False,False,1.0,False
00004b46,False,False,1.0,False
00004b47,False,False,1.0,False
00004b48,False,False,1.0,False
00004b49,False,False,1.0,False
00004b4a,False,False,1.0,False
00004b4b,False,False,1.0,False
00004b4c,False,False,1.0,False
00004b4d,False,False,1.0,False
00004b4e,False,False,1.0,False
00004b4f,False,False,1.0,False
00004b50,False,False,1.0,False
00004b51,False,False,1.0,False
00004b52,False,False,1.0,False
00004b53,False,False,1.0,False
00004b54,False,False,1.0,False
00004b55,False,False,1.0,False
00004b56,False,False,1.0,False
00004b57,False,False,1.0,False
00004b58,False,False,1.0,False
00004b59,False,False,1.0,False
00004b5a,False,False,1.0,False
00004b5b,False,False,1.0,False
00004b5c,False,False,1.0,False
00004b5d,False,False,1.0,False
00004b5e,False,False,1.0,False
00004b5f,False,False,1.0,False
00004b60,False,False,1.0,False
00004b61,False,False,1.0,False
00004b62,False,False,1.0,False
00004b63,False,False,1.0,False
00004b64,False,False,1.0,False
00004b65,False,False,1.0,False
00004b66,False,False,1.0,False
00004b67,False,False,1.0,False
00004b68,False,False,1.0,False
00004b69,False,False,1.0,False
00004b6a,False,False,1.0,False
00004b6b,False,False,1.0,False
00004b6c,False,False,1.0,False
00004b6d,False,False,1.0,False
00004b6e,False,False,1.0,False
00004b6f,False,False,1.0,False
00004b70,False,False,1.0,False
00004b71,False,False,1.0,False
00004b72,False,False,1.0,False
00004b73,False,False,1.0,False
00004b74,False,False,1.0,False
00004b75,False,False,1.0,False
00004b76,False,False,1.0,False
00004b77,False,False,1.0,False
00004b78,False,False,1.0,False
00004b79,False,False,1.0,False
00004b7a,False,False,1.0,False
00004b7b,False,False,1.0,False
00004b7c,False,False,1.0,False
00004b7d,False,False,1.0,False
00004b7e,False,False,1.0,False
00004b7f,False,False,1.0,False
00004b80,False,False,1.0,False
00004b81,False,False,1.0,False
00004b82,False,False,1.0,False
00004b83,False,False,1.0,False
00004b84,False,False,1.0,False
00004b85,False,False,1.0,False
00004b86,False,False,1.0,False
00004b87,False,False,1.0,False
00004b88,False,False,1.0,False
00004b89,False,False,1.0,False
00004b8a,False,False,1.0,False
00004b8b,False,False,1.0,False
00004b8c,False,False,1.0,False
00004b8d,False,False,1.0,False
00004b8e,False,False,1.0,False
00004b8f,False,False,1.0,False
00004b90,False,False,1.0,False
00004b91,False,False,1.0,False
00004b92,False,False,1.0,False
00004b93,False,False,1.0,False
00004b94,False,False,1.0,False
00004b95,False,False,1.0,False
00004b96,False,False,1.0,False
00004b97,False,False,1.0,False
00004b98,False,False,1.0,False
00004b99,False,False,1.0,False
00004b9a,False,False,1.0,False
00004b9b,False,False,1.0,False
00004b9c,False,False,1.0,False
00004b9d,False,False,1.0,False
00004b9e,False,False,1.0,False
00004b9f,False,False,1.0,False
00004ba0,False,False,1.0,False
00004ba1,False,False,1.0,False
00004ba2,False,False,1.0,False
00004ba3,False,False,1.0,False
00004ba4,False,False,1.0,False
00004ba5,False,False,1.0,False
00004ba6,False,False,1.0,False
00004ba7,False,False,1.0,False
00004ba8,False,False,1.0,False
00004ba9,False,False,1.0,False
00004baa,False,False,1.0,False
00004bab,False,False,1.0,False
00004bac,False,False,1.0,False
00004bad,False,False,1.0,False
00004bae,False,False,1.0,False
00004baf,False,False,1.0,False
00004bb0,False,False,1.0,False
00004bb1,False,False,1.0,False
00004bb2,False,False,1.0,False
00004bb3,False,False,1.0,False
00004bb4,False,False,1.0,False
00004bb5,False,False,1.0,False
